I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-32.105,-24.881,-3.4162,26.736,-15.543,-9.6195,,,,,,
-32.052,-24.97,-3.5818,26.714,-15.504,-9.7773,,,,,,
-31.976,-24.876,-3.5651,26.608,-15.507,-9.7497,,,,,,
-31.858,-24.565,-3.3509,26.393,-15.546,-9.5257,,,,,,
-31.67,-23.994,-2.9207,26.037,-15.606,-9.1005,,,,,,
-31.382,-23.123,-2.2486,25.501,-15.678,-8.4744,,,,,,
-30.971,-21.921,-1.3027,24.749,-15.758,-7.6544,,,,,,
-30.422,-20.37,-0.054721,23.753,-15.844,-6.6555,,,,,,
-29.724,-18.467,1.5022,22.486,-15.937,-5.5002,,,,,,
-28.855,-16.214,3.337,20.918,-16.028,-4.2119,,,,,,
-27.77,-13.602,5.3802,18.999,-16.092,-2.8021,,,,,,
-26.384,-10.587,7.5498,16.641,-16.096,-1.2531,,,,,,
-24.566,-7.0858,9.7862,13.708,-16.004,0.50017,,,,,,
-22.142,-2.9843,12.065,10.029,-15.792,2.59,,,,,,
-18.921,1.8009,14.377,5.4557,-15.451,5.2198,,,,,,
-14.745,7.24,16.695,-0.034754,-14.985,8.6004,,,,,,
-9.5687,13.141,18.963,-6.2418,-14.393,12.767,,,,,,
-3.5183,19.216,21.108,-12.765,-13.658,17.438,,,,,,
3.1277,25.231,23.055,-19.174,-12.734,22.213,,,,,,
10.043,31.109,24.73,-25.195,-11.549,26.905,,,,,,
16.953,36.886,26.081,-30.732,-10.024,31.601,,,,,,
23.653,42.592,27.106,-35.785,-8.0976,36.502,,,,,,
29.987,48.173,27.856,-40.354,-5.747,41.73,,,,,,
35.818,53.471,28.408,-44.412,-2.996,47.149,,,,,,
41.036,58.261,28.775,-47.919,0.08689,52.285,,,,,,
45.571,62.302,28.829,-50.849,3.3864,56.434,,,,,,
49.399,65.371,28.28,-53.195,6.7532,58.898,,,,,,
52.538,67.287,26.772,-54.96,10.053,59.233,,,,,,
55.013,67.908,24.061,-56.145,13.206,57.349,,,,,,
56.83,67.134,20.146,-56.717,16.177,53.472,,,,,,
57.945,64.911,15.314,-56.597,18.922,48.005,,,,,,
58.244,61.248,10.057,-55.656,21.339,41.418,,,,,,
57.549,56.23,4.9305,-53.738,23.243,34.175,,,,,,
55.642,50.02,0.39122,-50.699,24.402,26.723,,,,,,
52.331,42.832,-3.3191,-46.47,24.632,19.465,,,,,,
47.53,34.896,-6.1982,-41.073,23.881,12.694,,,,,,
41.297,26.402,-8.4317,-34.602,22.228,6.5458,,,,,,
33.83,17.504,-10.277,-27.192,19.82,1.0785,,,,,,
25.426,8.4095,-11.908,-19.031,16.825,-3.6028,,,,,,
16.443,-0.50908,-13.332,-10.427,13.407,-7.4609,,,,,,
7.28,-8.7414,-14.461,-1.8443,9.7313,-10.758,,,,,,
-1.6454,-15.886,-15.239,6.1695,5.9711,-13.917,,,,,,
-9.9201,-21.863,-15.686,13.161,2.2991,-17.162,,,,,,
-17.164,-26.854,-15.876,18.906,-1.1384,-20.444,,,,,,
-23.092,-31.093,-15.901,23.416,-4.2309,-23.583,,,,,,
-27.603,-34.753,-15.842,26.854,-6.896,-26.406,,,,,,
-30.815,-37.908,-15.748,29.434,-9.088,-28.781,,,,,,
-32.999,-40.561,-15.637,31.357,-10.819,-30.629,,,,,,
-34.452,-42.692,-15.505,32.777,-12.16,-31.946,,,,,,
-35.417,-44.324,-15.354,33.819,-13.19,-32.822,,,,,,
-36.078,-45.608,-15.228,34.604,-13.959,-33.463,,,,,,
-36.573,-46.849,-15.236,35.292,-14.472,-34.21,,,,,,
-37.021,-48.509,-15.554,36.081,-14.703,-35.523,,,,,,
-37.515,-51.175,-16.38,37.2,-14.595,-37.904,,,,,,
-38.102,-55.516,-17.839,38.872,-14.061,-41.62,,,,,,
-38.753,-61.96,-19.743,41.276,-12.963,-45.667,,,,,,
-39.35,-68.668,-19.749,44.455,-11.095,-46.536,,,,,,
-39.685,-70.916,-17.489,47.899,-8.3515,-45.444,,,,,,
-39.467,-70.098,-15.642,50.339,-6.592,-43.745,,,,,,
-38.308,-68.84,-14.12,50.607,-14.764,-42.149,,,,,,
-35.864,-68.914,-14.42,48.69,-20.199,-42.419,,,,,,
-43.501,-77.561,-18.783,49.19,-18.596,-49.649,,,,,,
-60.407,-99.237,-31.463,73.441,-14.384,-67.431,,,,,,
-69.401,-134.75,-55.492,96.895,-7.7917,-96.599,,,,,,
-79.793,-183.86,-89.836,126.75,1.9532,-137.19,,,,,,
-88.513,-241.11,-133.36,161.76,17.13,-186.17,,,,,,
-90.463,-295.74,-183.3,193.05,40.624,-236.84,,,,,,
-79.399,-333.6,-235.03,207.57,73.646,-280.36,,,,,,
-46.356,-337.92,-280.96,192.12,116.17,-305.11,,,,,,
21.631,-291.86,-310.41,134.5,166.6,-297.09,,,,,,
134.92,-180.18,-310.93,25.051,220.42,-242.72,,,,,,
280.7,7.379,-269.12,-140.71,269.49,-130.05,,,,,,
443.52,271.41,-172.36,-356.66,302.07,48.142,,,,,,
604.65,598.43,-12.591,-604.06,303.94,289.64,,,,,,
736.3,957.09,207.58,-852.67,262.42,577.58,,,,,,
809.66,1297.8,469.19,-1061.9,171.81,877.68,,,,,,
801.6,1559.7,736.24,-1188.8,37.404,1141.6,,,,,,
701.91,1686.2,963.4,-1200.3,-123.97,1318.6,,,,,,
519.19,1645.4,1110.2,-1085.4,-288.11,1372.6,,,,,,
281.54,1443.7,1154.5,-862.72,-430.21,1295.8,,,,,,
29.683,1125.4,1098.7,-575.44,-531.02,1110.8,,,,,,
-195.03,755.08,964.14,-277.02,-580.34,860.26,,,,,,
-362.1,395.34,781.12,-13.563,-577.4,590.15,,,,,,
-456.0,96.457,584.22,181.81,-527.56,343.22,,,,,,
-478.9,-129.41,384.07,305.09,-446.11,131.18,,,,,,
-449.36,-276.08,205.96,360.81,-344.18,-31.323,,,,,,
-385.53,-349.73,62.573,362.19,-239.25,-140.91,,,,,,
-304.06,-362.11,-38.436,326.43,-145.46,-199.46,,,,,,
-221.73,-330.15,-95.764,270.45,-72.617,-213.55,,,,,,
-151.82,-274.23,-114.13,208.9,-24.737,-195.01,,,,,,
-101.22,-212.16,-103.76,153.23,-0.53466,-158.61,,,,,,
-70.703,-156.74,-77.939,110.61,5.3977,-117.71,,,,,,
-57.117,-114.34,-48.741,82.775,0.032055,-81.733,,,,,,
-53.681,-87.657,-24.437,69.303,-9.997,-55.628,,,,,,
-54.617,-75.621,-8.3022,65.73,-19.545,-40.592,,,,,,
-57.374,-73.955,-0.069563,65.532,-26.198,-35.34,,,,,,
-60.015,-74.952,-8.2084,65.972,-29.508,-37.657,,,,,,
-57.101,-75.913,-9.8708,63.867,-28.08,-40.82,,,,,,
-46.855,-73.603,-9.3717,54.154,-25.712,-42.612,,,,,,
-42.749,-62.735,-7.6236,45.213,-24.517,-41.122,,,,,,
-41.102,-51.893,-4.4498,40.487,-24.197,-32.581,,,,,,
-40.222,-45.025,-0.91478,37.92,-24.278,-24.787,,,,,,
-39.67,-40.913,1.8402,36.426,-24.386,-19.778,,,,,,
-39.265,-38.497,3.3278,35.504,-24.329,-17.05,,,,,,
-38.904,-37.042,3.7511,34.865,-24.054,-15.729,,,,,,
-38.524,-36.057,3.5158,34.325,-23.577,-15.136,,,,,,
-38.086,-35.235,2.9325,33.773,-22.942,-14.859,,,,,,
-37.576,-34.404,2.1984,33.156,-22.202,-14.655,,,,,,
-36.996,-33.486,1.4579,32.459,-21.406,-14.38,,,,,,
-36.357,-32.447,0.82012,31.684,-20.604,-13.963,,,,,,
-35.675,-31.273,0.36244,30.838,-19.832,-13.374,,,,,,
-34.959,-29.955,0.12283,29.925,-19.11,-12.608,,,,,,
-34.207,-28.496,0.085575,28.944,-18.435,-11.692,,,,,,
-33.402,-26.911,0.18112,27.887,-17.773,-10.682,,,,,,
-32.516,-25.239,0.29691,26.752,-17.083,-9.6564,,,,,,
-31.521,-23.532,0.32597,25.536,-16.325,-8.6779,,,,,,
-30.398,-21.83,0.2139,24.244,-15.49,-7.7812,,,,,,
-29.143,-20.148,-0.021518,22.876,-14.591,-6.9642,,,,,,
-27.755,-18.472,-0.31129,21.425,-13.657,-6.1946,,,,,,
-26.227,-16.773,-0.58221,19.872,-12.711,-5.4385,,,,,,
-24.528,-15.021,-0.80106,18.186,-11.752,-4.6781,,,,,,
-22.598,-13.199,-0.99334,16.325,-10.749,-3.9229,,,,,,
-20.355,-11.301,-1.2286,14.243,-9.65,-3.1977,,,,,,
-17.708,-9.3329,-1.5817,11.899,-8.4006,-2.5251,,,,,,
-14.588,-7.2959,-2.0913,9.2716,-6.9596,-1.9124,,,,,,
-10.968,-5.1869,-2.7392,6.3647,-5.3127,-1.3472,,,,,,
-6.878,-3.0,-3.4638,3.2127,-3.4728,-0.80416,,,,,,
-2.3992,-0.73392,-4.1954,-0.12975,-1.4678,-0.25745,,,,,,
2.3695,1.5997,-4.8951,-3.6023,0.67763,0.305,,,,,,
7.3399,3.9722,-5.5741,-7.1511,2.962,0.87396,,,,,,
12.443,6.3406,-6.2866,-10.733,5.4134,1.4213,,,,,,
17.612,8.6566,-7.1002,-14.309,8.0771,1.9109,,,,,,
22.758,10.881,-8.0574,-17.843,10.987,2.3142,,,,,,
27.757,12.997,-9.1507,-21.293,14.132,2.6215,,,,,,
32.47,15.009,-10.327,-24.614,17.436,2.8463,,,,,,
36.782,16.936,-11.516,-27.766,20.767,3.0171,,,,,,
40.634,18.791,-12.663,-30.711,23.99,3.1621,,,,,,
44.024,20.567,-13.746,-33.42,27.013,3.294,,,,,,
46.982,22.234,-14.779,-35.87,29.812,3.4039,,,,,,
49.549,23.748,-15.79,-38.045,32.396,3.4683,,,,,,
51.757,25.074,-16.806,-39.939,34.775,3.4617,,,,,,
53.632,26.199,-17.834,-41.561,36.934,3.372,,,,,,
55.201,27.141,-18.857,-42.935,38.844,3.208,,,,,,
56.502,27.94,-19.842,-44.095,40.48,2.9982,,,,,,
57.574,28.645,-20.751,-45.08,41.843,2.7791,,,,,,
58.462,29.297,-21.562,-45.928,42.961,2.5803,,,,,,
59.205,29.917,-22.269,-46.67,43.875,2.4152,,,,,,
59.835,30.509,-22.883,-47.328,44.63,2.2804,,,,,,
60.373,31.065,-23.422,-47.916,45.259,2.1635,,,,,,
60.83,31.572,-23.895,-48.437,45.778,2.0537,,,,,,
61.207,32.019,-24.3,-48.89,46.189,1.9496,,,,,,
61.503,32.4,-24.615,-49.265,46.484,1.863,,,,,,
61.716,32.716,-24.82,-49.557,46.661,1.813,,,,,,
61.851,32.975,-24.898,-49.764,46.723,1.8168,,,,,,
61.915,33.187,-24.852,-49.889,46.686,1.8802,,,,,,
61.92,33.361,-24.702,-49.941,46.572,1.9951,,,,,,
61.877,33.505,-24.476,-49.932,46.405,2.1454,,,,,,
61.8,33.625,-24.205,-49.877,46.204,2.3169,,,,,,
61.696,33.73,-23.906,-49.786,45.977,2.5047,,,,,,
61.57,33.825,-23.578,-49.665,45.72,2.7144,,,,,,
61.42,33.91,-23.207,-49.517,45.419,2.9561,,,,,,
61.241,33.979,-22.771,-49.336,45.056,3.2357,,,,,,
61.025,34.022,-22.257,-49.114,44.62,3.5489,,,,,,
60.766,34.025,-21.665,-48.844,44.104,3.8818,,,,,,
60.462,33.984,-21.005,-48.524,43.513,4.216,,,,,,
60.117,33.91,-20.297,-48.157,42.858,4.5392,,,,,,
59.736,33.832,-19.549,-47.758,42.15,4.8542,,,,,,
59.331,33.795,-18.756,-47.352,41.395,5.1845,,,,,,
58.915,33.858,-17.891,-46.971,40.592,5.5715,,,,,,
58.5,34.072,-16.916,-46.647,39.733,6.0644,,,,,,
58.098,34.471,-15.8,-46.407,38.81,6.7062,,,,,,
57.72,35.068,-14.528,-46.27,37.829,7.5227,,,,,,
57.379,35.85,-13.111,-46.245,36.809,8.5208,,,,,,
57.087,36.8,-11.576,-46.331,35.78,9.6975,,,,,,
56.849,37.899,-9.9402,-46.517,34.758,11.057,,,,,,
56.664,39.138,-8.1974,-46.791,33.736,12.627,,,,,,
56.521,40.516,-6.3074,-47.139,32.681,14.454,,,,,,
56.408,42.032,-4.2155,-47.553,31.548,16.585,,,,,,
56.316,43.679,-1.8824,-48.023,30.305,19.031,,,,,,
56.239,45.44,0.68573,-48.544,28.939,21.748,,,,,,
56.177,47.286,3.4231,-49.105,27.465,24.649,,,,,,
56.132,49.177,6.2144,-49.694,25.914,27.635,,,,,,
56.103,51.068,8.9303,-50.292,24.315,30.62,,,,,,
56.076,52.9,11.468,-50.872,22.681,33.54,,,,,,
56.016,54.603,13.776,-51.399,20.995,36.33,,,,,,
55.872,56.096,15.842,-51.827,19.223,38.913,,,,,,
55.58,57.29,17.675,-52.107,17.333,41.187,,,,,,
55.069,58.097,19.275,-52.187,15.319,43.031,,,,,,
54.276,58.443,20.631,-52.023,13.207,44.326,,,,,,
53.148,58.28,21.726,-51.58,11.049,44.983,,,,,,
51.646,57.589,22.554,-50.834,8.8929,44.959,,,,,,
49.738,56.378,23.129,-49.773,6.7747,44.259,,,,,,
47.391,54.677,23.485,-48.389,4.705,42.927,,,,,,
44.549,52.531,23.664,-46.67,2.6757,41.035,,,,,,
41.135,49.992,23.705,-44.594,0.67522,38.679,,,,,,
37.061,47.111,23.634,-42.128,-1.2948,35.972,,,,,,
32.267,43.934,23.461,-39.228,-3.2114,33.027,,,,,,
26.763,40.5,23.181,-35.852,-5.0381,29.941,,,,,,
20.67,36.842,22.794,-31.977,-6.7407,26.787,,,,,,
14.211,32.994,22.306,-27.624,-8.2994,23.635,,,,,,
7.6828,29.011,21.739,-22.875,-9.7116,20.571,,,,,,
1.389,24.969,21.128,-17.881,-10.989,17.699,,,,,,
-4.4087,20.967,20.516,-12.845,-12.15,15.118,,,,,,
-9.5332,17.111,19.944,-7.9799,-13.217,12.888,,,,,,
-13.906,13.487,19.436,-3.4628,-14.203,11.015,,,,,,
-17.541,10.143,18.998,0.59867,-15.117,9.459,,,,,,
-20.522,7.0902,18.628,4.171,-15.967,8.1648,,,,,,
-22.969,4.3168,18.327,7.2805,-16.766,7.0786,,,,,,
-25.013,1.809,18.118,9.9865,-17.537,6.1636,,,,,,
-26.766,-0.43677,18.042,12.353,-18.308,5.401,,,,,,
-28.306,-2.4135,18.143,14.43,-19.105,4.7852,,,,,,
-29.673,-4.1129,18.444,16.246,-19.941,4.3127,,,,,,
-30.881,-5.537,18.928,17.817,-20.805,3.9748,,,,,,
-31.927,-6.7033,19.544,19.149,-21.669,3.7533,,,,,,
-32.805,-7.6414,20.221,20.253,-22.492,3.6241,,,,,,
-33.519,-8.3842,20.897,21.148,-23.241,3.564,,,,,,
-34.088,-8.9609,21.54,21.863,-23.897,3.5561,,,,,,
-34.539,-9.3984,22.144,22.438,-24.467,3.5917,,,,,,
-34.91,-9.7262,22.717,22.915,-24.973,3.6663,,,,,,
-35.237,-9.9811,23.268,23.338,-25.437,3.7744,,,,,,
-35.545,-10.205,23.797,23.736,-25.874,3.9052,,,,,,
-35.844,-10.439,24.289,24.127,-26.286,4.0407,,,,,,
-36.132,-10.715,24.721,24.513,-26.66,4.1587,,,,,,
-36.396,-11.046,25.069,24.882,-26.979,4.2402,,,,,,
-36.622,-11.426,25.32,25.22,-27.229,4.276,,,,,,
-36.8,-11.824,25.47,25.513,-27.408,4.2696,,,,,,
-36.927,-12.21,25.524,25.755,-27.521,4.2321,,,,,,
-37.007,-12.561,25.488,25.949,-27.576,4.1733,,,,,,
-37.048,-12.884,25.359,26.11,-27.578,4.0927,,,,,,
-37.063,-13.209,25.13,26.256,-27.527,3.977,,,,,,
-37.062,-13.584,24.788,26.409,-27.42,3.8047,,,,,,
-37.049,-14.047,24.325,26.58,-27.25,3.5558,,,,,,
-37.026,-14.619,23.739,26.772,-27.015,3.221,,,,,,
-36.99,-15.29,23.039,26.979,-26.721,2.8057,,,,,,
-36.936,-16.031,22.234,27.189,-26.376,2.326,,,,,,
-36.858,-16.805,21.335,27.387,-25.991,1.8014,,,,,,
-36.748,-17.578,20.34,27.56,-25.565,1.2444,,,,,,
-36.598,-18.336,19.228,27.695,-25.089,0.65548,,,,,,
-36.399,-19.076,17.962,27.786,-24.543,0.024044,,,,,,
-36.149,-19.803,16.504,27.832,-23.911,-0.66419,,,,,,
-35.853,-20.519,14.838,27.836,-23.194,-1.4177,,,,,,
-35.523,-21.212,12.993,27.807,-22.415,-2.2322,,,,,,
-35.179,-21.869,11.043,27.755,-21.61,-3.0894,,,,,,
-34.843,-22.478,9.0891,27.699,-20.825,-3.9635,,,,,,
-34.533,-23.042,7.2192,27.655,-20.094,-4.8333,,,,,,
-34.258,-23.575,5.4716,27.639,-19.426,-5.6947,,,,,,
-34.011,-24.102,3.83,27.657,-18.806,-6.5629,,,,,,
-33.773,-24.643,2.2481,27.699,-18.2,-7.4643,,,,,,
-33.522,-25.199,0.68725,27.745,-17.575,-8.4198,,,,,,
-33.239,-25.753,-0.85626,27.766,-16.911,-9.4291,,,,,,
-32.912,-26.272,-2.348,27.741,-16.211,-10.465,,,,,,
-32.545,-26.716,-3.7322,27.654,-15.496,-11.475,,,,,,
-32.146,-27.051,-4.9558,27.503,-14.795,-12.401,,,,,,
-31.726,-27.255,-5.9851,27.292,-14.137,-13.189,,,,,,
-31.29,-27.306,-6.808,27.021,-13.539,-13.795,,,,,,
-30.834,-27.183,-7.4247,26.681,-13.008,-14.184,,,,,,
-30.343,-26.853,-7.8328,26.252,-12.547,-14.318,,,,,,
-29.797,-26.277,-8.0158,25.702,-12.163,-14.157,,,,,,
-29.184,-25.42,-7.9395,25.002,-11.87,-13.672,,,,,,
-28.496,-24.251,-7.5588,24.123,-11.684,-12.852,,,,,,
-27.719,-22.753,-6.8335,23.036,-11.608,-11.716,,,,,,
-26.829,-20.911,-5.7444,21.708,-11.624,-10.316,,,,,,
-25.77,-18.712,-4.3051,20.087,-11.688,-8.7194,,,,,,
-24.451,-16.127,-2.5606,18.094,-11.746,-6.9878,,,,,,
-22.741,-13.103,-0.56898,15.613,-11.74,-5.1478,,,,,,
-20.474,-9.5563,1.6267,12.494,-11.626,-3.1682,,,,,,
-17.469,-5.3884,4.0148,8.584,-11.386,-0.94586,,,,,,
-13.576,-0.54043,6.5939,3.7907,-11.023,1.6915,,,,,,
-8.7309,4.9348,9.3241,-1.8258,-10.542,4.9282,,,,,,
-3.0135,10.839,12.096,-8.0064,-9.9304,8.8165,,,,,,
3.3465,16.897,14.753,-14.361,-9.1347,13.164,,,,,,
10.032,22.894,17.138,-20.531,-8.0664,17.662,,,,,,
16.732,28.745,19.126,-26.303,-6.6237,22.136,,,,,,
23.21,34.451,20.637,-31.61,-4.7281,26.607,,,,,,
29.317,40.008,21.653,-36.451,-2.3566,31.172,,,,,,
34.96,45.341,22.209,-40.822,0.44702,35.825,,,,,,
40.076,50.297,22.362,-44.697,3.583,40.326,,,,,,
44.616,54.676,22.11,-48.04,6.909,44.193,,,,,,
48.554,58.274,21.345,-50.826,10.264,46.848,,,,,,
51.891,60.912,19.882,-53.047,13.52,47.843,,,,,,
54.639,62.454,17.581,-54.704,16.618,47.036,,,,,,
56.802,62.804,14.457,-55.786,19.537,44.589,,,,,,
58.353,61.901,10.722,-56.254,22.234,40.845,,,,,,
59.219,59.723,6.7243,-56.025,24.592,36.181,,,,,,
59.273,56.288,2.8359,-54.982,26.395,30.92,,,,,,
58.342,51.667,-0.64734,-52.993,27.394,25.309,,,,,,
56.227,45.99,-3.5706,-49.951,27.415,19.563,,,,,,
52.763,39.431,-5.9264,-45.808,26.437,13.906,,,,,,
47.882,32.169,-7.8242,-40.587,24.564,8.5738,,,,,,
41.65,24.36,-9.4271,-34.359,21.957,3.7653,,,,,,
34.263,16.166,-10.856,-27.236,18.786,-0.3894,,,,,,
26.011,7.8276,-12.12,-19.401,15.218,-3.9098,,,,,,
17.23,-0.27912,-13.146,-11.16,11.414,-7.023,,,,,,
8.2769,-7.7259,-13.868,-2.953,7.5318,-10.039,,,,,,
-0.48593,-14.242,-14.282,4.7309,3.7262,-13.133,,,,,,
-8.6902,-19.802,-14.438,11.497,0.12805,-16.287,,,,,,
-15.953,-24.558,-14.415,17.155,-3.1621,-19.381,,,,,,
-21.958,-28.695,-14.294,21.703,-6.062,-22.312,,,,,,
-26.581,-32.351,-14.139,25.272,-8.5172,-24.994,,,,,,
-29.937,-35.578,-13.986,28.043,-10.528,-27.344,,,,,,
-32.296,-38.367,-13.842,30.186,-12.151,-29.287,,,,,,
-33.949,-40.686,-13.695,31.828,-13.463,-30.785,,,,,,
-35.128,-42.557,-13.538,33.083,-14.531,-31.886,,,,,,
-36.004,-44.115,-13.404,34.074,-15.393,-32.763,,,,,,
-36.708,-45.649,-13.391,34.965,-16.065,-33.729,,,,,,
-37.355,-47.616,-13.677,35.963,-16.534,-35.225,,,,,,
-38.032,-50.617,-14.477,37.3,-16.754,-37.724,,,,,,
-38.78,-55.324,-15.947,39.213,-16.636,-41.472,,,,,,
-39.576,-62.111,-18.047,41.915,-16.029,-45.591,,,,,,
-40.312,-68.863,-19.294,45.44,-14.708,-46.608,,,,,,
-40.799,-70.885,-17.273,49.16,-12.485,-45.546,,,,,,
-40.771,-70.056,-15.385,51.722,-10.579,-43.861,,,,,,
-39.94,-68.916,-13.683,52.115,-16.967,-42.277,,,,,,
-38.365,-69.141,-13.473,50.481,-22.179,-42.449,,,,,,
-47.317,-77.918,-16.967,51.906,-21.202,-49.475,,,,,,
-61.55,-99.89,-28.947,75.234,-17.694,-67.329,,,,,,
-70.92,-135.9,-52.987,98.94,-11.789,-96.727,,,,,,
-81.892,-185.48,-87.691,129.87,-2.6761,-137.65,,,,,,
-91.061,-242.9,-131.66,165.58,12.286,-186.93,,,,,,
-93.03,-297.43,-182.03,196.81,36.296,-237.64,,,,,,
-81.243,-334.95,-234.08,210.75,70.255,-280.83,,,,,,
-46.54,-338.54,-280.07,194.27,113.21,-305.21,,,,,,
23.047,-291.24,-309.61,134.94,163.62,-297.02,,,,,,
136.66,-177.85,-310.53,23.249,217.37,-242.66,,,,,,
282.98,11.418,-269.13,-144.65,266.6,-129.91,,,,,,
446.29,276.87,-172.33,-362.39,299.73,48.527,,,,,,
607.11,604.93,-12.067,-610.96,302.43,290.33,,,,,,
737.64,963.87,208.77,-859.44,261.69,578.51,,,,,,
809.31,1303.6,470.89,-1067.0,171.52,878.51,,,,,,
799.29,1562.9,738.02,-1190.9,37.213,1141.6,,,,,,
697.62,1685.6,964.63,-1198.5,-124.19,1316.9,,,,,,
513.2,1640.4,1110.1,-1080.0,-288.26,1368.5,,,,,,
274.51,1435.4,1152.6,-854.61,-430.01,1289.4,,,,,,
22.597,1115.5,1094.7,-566.19,-530.17,1102.9,,,,,,
-201.14,745.3,958.25,-268.02,-578.61,851.62,,,,,,
-366.33,386.47,773.6,-5.7229,-574.69,581.49,,,,,,
-457.69,87.158,576.74,188.21,-523.38,331.13,,,,,,
-478.34,-137.53,376.46,309.5,-440.87,118.91,,,,,,
-446.89,-282.43,198.54,362.77,-338.75,-42.839,,,,,,
-381.46,-353.72,55.458,361.76,-234.04,-151.33,,,,,,
-299.23,-363.4,-45.51,324.2,-140.63,-208.76,,,,,,
-217.12,-329.35,-103.13,267.24,-68.144,-221.49,,,,,,
-148.02,-272.71,-121.8,205.47,-20.572,-201.71,,,,,,
-98.317,-210.84,-111.85,150.24,3.2619,-164.6,,,,,,
-68.692,-155.95,-86.788,108.43,8.8737,-123.64,,,,,,
-55.983,-114.38,-58.794,81.429,3.4273,-88.274,,,,,,
-53.077,-88.595,-35.66,68.852,-6.4405,-63.205,,,,,,
-54.246,-77.26,-20.398,65.687,-15.683,-48.923,,,,,,
-57.076,-75.742,-12.883,65.565,-22.004,-43.744,,,,,,
-59.546,-76.602,-19.116,66.03,-24.911,-45.217,,,,,,
-54.562,-77.619,-20.86,63.88,-20.294,-47.604,,,,,,
-43.973,-76.741,-20.823,54.119,-17.067,-49.193,,,,,,
-40.37,-69.125,-20.514,45.364,-15.79,-49.896,,,,,,
-38.865,-59.975,-19.121,40.824,-15.576,-46.231,,,,,,
-38.069,-53.923,-17.236,38.427,-15.834,-41.246,,,,,,
-37.616,-50.278,-15.622,37.097,-16.182,-37.933,,,,,,
-37.32,-48.108,-14.501,36.323,-16.423,-35.818,,,,,,
-37.067,-46.742,-13.827,35.805,-16.488,-34.434,,,,,,
-36.789,-45.723,-13.443,35.364,-16.383,-33.441,,,,,,
-36.452,-44.763,-13.195,34.894,-16.151,-32.59,,,,,,
-36.046,-43.703,-12.965,34.353,-15.847,-31.72,,,,,,
-35.579,-42.484,-12.686,33.738,-15.52,-30.724,,,,,,
-35.066,-41.092,-12.316,33.058,-15.214,-29.528,,,,,,
-34.521,-39.534,-11.826,32.32,-14.955,-28.076,,,,,,
-33.95,-37.828,-11.208,31.524,-14.748,-26.352,,,,,,
-33.352,-36.001,-10.48,30.664,-14.573,-24.4,,,,,,
-32.712,-34.092,-9.6937,29.734,-14.394,-22.319,,,,,,
-32.01,-32.142,-8.917,28.729,-14.168,-20.237,,,,,,
-31.229,-30.194,-8.2137,27.653,-13.865,-18.265,,,,,,
-30.357,-28.273,-7.6082,26.509,-13.482,-16.447,,,,,,
-29.393,-26.369,-7.0727,25.299,-13.039,-14.758,,,,,,
-28.337,-24.448,-6.5447,24.013,-12.571,-13.142,,,,,,
-27.179,-22.472,-5.9636,22.631,-12.102,-11.553,,,,,,
-25.886,-20.409,-5.3077,21.118,-11.631,-9.9862,,,,,,
-24.398,-18.246,-4.6095,19.43,-11.126,-8.4711,,,,,,
-22.637,-15.987,-3.9412,17.52,-10.535,-7.0466,,,,,,
-20.525,-13.636,-3.3743,15.346,-9.8122,-5.7417,,,,,,
-18.008,-11.19,-2.9363,12.876,-8.9332,-4.5532,,,,,,
-15.069,-8.6307,-2.5944,10.097,-7.9059,-3.4475,,,,,,
-11.735,-5.9316,-2.2722,7.0137,-6.7643,-2.3766,,,,,,
-8.0623,-3.0751,-1.8914,3.6541,-5.5513,-1.3002,,,,,,
-4.1099,-0.07139,-1.4146,0.066991,-4.2963,-0.20228,,,,,,
0.081919,3.0357,-0.87202,-3.6846,-2.9947,0.90519,,,,,,
4.5006,6.1783,-0.35964,-7.535,-1.6032,1.9905,,,,,,
9.1448,9.2864,-0.0061899,-11.424,-0.054085,3.0173,,,,,,
13.991,12.31,0.080556,-15.301,1.7186,3.958,,,,,,
18.962,15.227,-0.14021,-19.122,3.7551,4.8029,,,,,,
23.929,18.042,-0.63076,-22.842,6.0575,5.5605,,,,,,
28.74,20.765,-1.3041,-26.418,8.5909,6.2504,,,,,,
33.268,23.395,-2.0753,-29.804,11.298,6.8903,,,,,,
37.429,25.906,-2.9019,-32.954,14.121,7.4845,,,,,,
41.181,28.255,-3.7903,-35.831,17.015,8.0205,,,,,,
44.51,30.396,-4.7687,-38.406,19.946,8.4758,,,,,,
47.412,32.296,-5.8485,-40.669,22.866,8.8309,,,,,,
49.894,33.946,-7.0016,-42.625,25.696,9.0798,,,,,,
51.981,35.356,-8.1676,-44.294,28.337,9.2332,,,,,,
53.712,36.552,-9.2803,-45.704,30.702,9.3129,,,,,,
55.14,37.563,-10.296,-46.887,32.755,9.3403,,,,,,
56.324,38.412,-11.208,-47.874,34.512,9.3267,,,,,,
57.318,39.115,-12.043,-48.695,36.029,9.2693,,,,,,
58.163,39.679,-12.846,-49.373,37.369,9.1556,,,,,,
58.885,40.106,-13.656,-49.924,38.577,8.9732,,,,,,
59.496,40.397,-14.484,-50.36,39.663,8.7204,,,,,,
59.997,40.55,-15.312,-50.685,40.61,8.4108,,,,,,
60.388,40.566,-16.098,-50.901,41.393,8.0689,,,,,,
